Id,rating,sentiment,product_name,review_text,price,discount_percent,returned
4651,2.2,negative,Bluetooth Speaker,Terrible quality and unreliable performance.,227.47,44.0,0
4652,4.9,neutral,Bluetooth Speaker,Overall decent but not outstanding.,914.85,62.9,1
4653,6.2,neutral,Running Shoes,Delivery took longer than expected but item works fine.,762.0,37.5,1
4654,3.6,negative,Running Shoes,The item arrived damaged and unusable.,429.04,28.1,0
4655,9.6,positive,Microwave Oven,It works flawlessly and the price was fair.,799.43,7.8,0
4656,5.3,neutral,Gaming Mouse,"Average quality, matches the price.",868.53,32.2,1
4657,0.8,negative,Backpack,The item arrived damaged and unusable.,434.38,19.1,1
4658,9.8,positive,LED TV,High performance and sleek design make it worth every penny.,319.54,50.5,1
4659,9.8,positive,Vacuum Cleaner,"Very durable, I’m extremely satisfied with my purchase.",10.82,65.6,1
4660,0.2,negative,Tablet,Stopped working after a few uses.,840.6,65.6,1
4661,5.9,neutral,Water Bottle,The color was slightly off but not a big deal.,395.63,0.4,1
4662,0.0,negative,Vacuum Cleaner,Stopped working after a few uses.,710.0,56.5,1
4663,7.5,positive,Camera,"Very durable, I’m extremely satisfied with my purchase.",547.49,13.5,1
4664,6.3,neutral,Water Bottle,It gets the job done but lacks some features.,65.57,16.6,1
4665,2.3,negative,Gaming Mouse,Stopped working after a few uses.,451.8,49.0,1
4666,9.5,positive,Wireless Headphones,Super easy to use and looks amazing.,173.85,20.2,0
4667,1.7,negative,Camera,Stopped working after a few uses.,109.13,7.3,0
4668,2.7,negative,Sneakers,The item arrived damaged and unusable.,255.77,4.0,0
4669,9.1,positive,Microwave Oven,High performance and sleek design make it worth every penny.,456.99,2.6,1
4670,4.5,neutral,Laptop,Overall decent but not outstanding.,819.02,58.5,1
4671,2.4,negative,Gaming Mouse,Customer support was unhelpful and slow.,716.85,50.4,1
4672,7.0,positive,Running Shoes,"Very durable, I’m extremely satisfied with my purchase.",274.67,31.9,1
4673,8.8,positive,Coffee Maker,High performance and sleek design make it worth every penny.,577.72,2.8,1
4674,9.1,positive,Camera,"Very durable, I’m extremely satisfied with my purchase.",388.7,48.5,0
4675,0.8,negative,Electric Toothbrush,"Would not recommend, waste of money.",380.93,0.2,1
4676,8.5,positive,Wireless Headphones,It works flawlessly and the price was fair.,720.51,64.4,1
4677,5.1,neutral,Microwave Oven,It works as described but could be better.,281.38,55.4,1
4678,9.8,positive,Vacuum Cleaner,High performance and sleek design make it worth every penny.,113.22,11.1,0
4679,5.3,neutral,Gaming Mouse,"Average quality, matches the price.",868.53,32.2,1
4680,6.7,neutral,Microwave Oven,"Average quality, matches the price.",537.6,62.6,0
4681,7.0,positive,Running Shoes,"Very durable, I’m extremely satisfied with my purchase.",274.67,31.9,1
4682,8.5,positive,Gaming Mouse,The sound quality is amazing and battery lasts all day.,416.05,43.3,0
4683,8.4,positive,Gaming Mouse,It works flawlessly and the price was fair.,340.11,45.7,1
4684,4.6,neutral,Vacuum Cleaner,Delivery took longer than expected but item works fine.,863.52,54.5,1
4685,8.8,positive,Wireless Charger,"Very durable, I’m extremely satisfied with my purchase.",267.66,9.9,1
4686,9.1,positive,Gaming Mouse,It works flawlessly and the price was fair.,764.05,44.6,1
4687,4.9,neutral,Desk Lamp,Overall decent but not outstanding.,439.77,50.0,1
4688,0.9,negative,Backpack,Did not meet my expectations at all.,418.29,35.6,0
4689,5.1,neutral,Desk Lamp,It works as described but could be better.,642.86,8.7,0
4690,9.2,positive,Electric Toothbrush,The sound quality is amazing and battery lasts all day.,123.85,23.1,1
4691,7.1,positive,Wireless Headphones,High performance and sleek design make it worth every penny.,702.18,44.6,0
4692,0.1,negative,Electric Toothbrush,Stopped working after a few uses.,465.92,42.5,0
4693,2.3,negative,Backpack,Did not meet my expectations at all.,919.16,3.1,0
4694,1.4,negative,Wireless Headphones,Did not meet my expectations at all.,773.48,9.1,0
4695,8.8,positive,Running Shoes,Super easy to use and looks amazing.,552.7,21.4,0
4696,0.4,negative,Bluetooth Speaker,Poor quality and very disappointing experience.,644.13,24.1,1
4697,3.6,negative,Vacuum Cleaner,Terrible quality and unreliable performance.,606.68,26.7,0
4698,3.9,negative,Sneakers,"Would not recommend, waste of money.",128.65,9.3,0
4699,4.6,neutral,Gaming Mouse,Overall decent but not outstanding.,302.84,59.9,0
4700,6.8,neutral,Laptop,Delivery took longer than expected but item works fine.,417.9,27.1,0
4701,3.7,negative,Vacuum Cleaner,Did not meet my expectations at all.,170.3,19.7,1
4702,4.1,neutral,Coffee Maker,It’s fine for occasional use.,928.49,42.9,1
4703,9.0,positive,Camera,"Very durable, I’m extremely satisfied with my purchase.",681.86,54.7,0
4704,8.1,positive,Wireless Headphones,The product exceeded my expectations and arrived on time.,83.53,58.5,1
4705,3.8,negative,Laptop,"Would not recommend, waste of money.",295.52,53.3,0
4706,9.2,positive,Camera,The product exceeded my expectations and arrived on time.,532.48,35.6,0
4707,6.6,neutral,LED TV,Delivery took longer than expected but item works fine.,74.55,49.7,1
4708,9.6,positive,LED TV,Fast delivery and great customer service!,845.23,44.8,1
4709,3.1,negative,Running Shoes,Poor quality and very disappointing experience.,673.78,12.2,0
4710,5.1,neutral,Vacuum Cleaner,It’s fine for occasional use.,324.41,45.3,1
4711,3.9,negative,Laptop,Customer support was unhelpful and slow.,846.24,40.9,0
4712,6.0,neutral,Desk Lamp,It gets the job done but lacks some features.,224.1,0.6,1
4713,9.1,positive,Smartphone,"Excellent quality and perfect fit, highly recommend!",212.28,11.1,1
4714,3.1,negative,Smartphone,Stopped working after a few uses.,874.48,65.6,0
4715,9.3,positive,Hair Dryer,It works flawlessly and the price was fair.,80.51,10.5,0
4716,7.9,positive,Microwave Oven,Super easy to use and looks amazing.,969.01,17.7,0
4717,4.7,neutral,Sneakers,Delivery took longer than expected but item works fine.,222.97,21.6,1
4718,5.9,neutral,Tablet,The color was slightly off but not a big deal.,60.16,67.4,0
4719,4.6,neutral,Backpack,It works as described but could be better.,208.41,49.9,0
4720,4.8,neutral,Sneakers,Overall decent but not outstanding.,958.77,40.1,1
4721,6.2,neutral,Wireless Headphones,It’s fine for occasional use.,983.98,46.9,1
4722,2.7,negative,Laptop,Customer support was unhelpful and slow.,107.07,36.4,0
4723,5.3,neutral,Gaming Mouse,"Average quality, matches the price.",868.53,32.2,1
4724,6.6,neutral,Wireless Charger,"Average quality, matches the price.",455.77,56.6,1
4725,5.9,neutral,Electric Toothbrush,Overall decent but not outstanding.,72.62,11.6,0
4726,4.5,neutral,Laptop,Overall decent but not outstanding.,819.02,58.5,1
4727,8.9,positive,Gaming Mouse,The sound quality is amazing and battery lasts all day.,51.37,4.9,1
4728,3.9,negative,Sneakers,"Would not recommend, waste of money.",128.65,9.3,0
4729,6.5,neutral,Desk Lamp,It gets the job done but lacks some features.,661.29,9.0,0
4730,5.3,neutral,Water Bottle,"Average quality, matches the price.",315.69,67.6,0
4731,6.4,neutral,Wireless Charger,Delivery took longer than expected but item works fine.,983.03,33.1,1
4732,7.4,positive,Backpack,Super easy to use and looks amazing.,27.1,52.3,1
4733,7.4,positive,Coffee Maker,Super easy to use and looks amazing.,211.73,18.7,1
4734,10.0,positive,Desk Lamp,The product exceeded my expectations and arrived on time.,429.47,66.0,1
4735,0.4,negative,Smartwatch,Did not meet my expectations at all.,53.36,47.7,1
4736,7.7,positive,Camera,"Excellent quality and perfect fit, highly recommend!",349.17,39.3,1
4737,8.8,positive,Desk Lamp,It works flawlessly and the price was fair.,667.23,16.3,1
4738,2.5,negative,Bluetooth Speaker,Did not meet my expectations at all.,545.06,57.7,0
4739,8.1,positive,Wireless Headphones,The product exceeded my expectations and arrived on time.,83.53,58.5,1
4740,2.9,negative,LED TV,Did not meet my expectations at all.,937.29,11.1,0
4741,8.1,positive,Backpack,The product exceeded my expectations and arrived on time.,655.23,35.8,0
4742,2.3,negative,Wireless Headphones,Did not meet my expectations at all.,178.15,11.6,1
4743,6.4,neutral,Tablet,"The product is okay, nothing special.",74.56,40.7,1
4744,1.6,negative,Water Bottle,It broke after the first day of use.,89.76,10.7,0
4745,9.3,positive,LED TV,"Excellent quality and perfect fit, highly recommend!",747.17,34.9,1
4746,9.3,positive,Water Bottle,It works flawlessly and the price was fair.,37.33,34.1,1
4747,6.0,neutral,Wireless Headphones,"The product is okay, nothing special.",325.38,22.3,0
4748,1.7,negative,Gaming Mouse,Did not meet my expectations at all.,189.03,47.8,1
4749,9.3,positive,Water Bottle,It works flawlessly and the price was fair.,37.33,34.1,1
4750,1.4,negative,Wireless Headphones,Did not meet my expectations at all.,773.48,9.1,0
4751,7.1,positive,Wireless Headphones,Super easy to use and looks amazing.,641.41,43.0,0
4752,6.4,neutral,Gaming Mouse,The color was slightly off but not a big deal.,345.83,52.5,0
4753,1.1,negative,Vacuum Cleaner,Did not meet my expectations at all.,265.64,37.8,0
4754,3.6,negative,Microwave Oven,Customer support was unhelpful and slow.,207.33,57.9,1
4755,6.3,neutral,Smartphone,Delivery took longer than expected but item works fine.,267.05,65.4,0
4756,3.8,negative,Laptop,"Would not recommend, waste of money.",295.52,53.3,0
4757,6.2,neutral,Sneakers,It gets the job done but lacks some features.,828.89,45.0,0
4758,4.6,neutral,Water Bottle,Delivery took longer than expected but item works fine.,150.17,39.4,0
4759,8.3,positive,Water Bottle,"Excellent quality and perfect fit, highly recommend!",249.16,41.6,1
4760,9.0,positive,Water Bottle,Fast delivery and great customer service!,252.4,52.3,0
4761,5.6,neutral,Laptop,Delivery took longer than expected but item works fine.,554.87,1.7,1
4762,6.7,neutral,Microwave Oven,"Average quality, matches the price.",537.6,62.6,0
4763,4.0,neutral,Coffee Maker,Delivery took longer than expected but item works fine.,444.87,41.0,1
4764,0.5,negative,Running Shoes,Terrible quality and unreliable performance.,574.16,46.9,1
4765,7.1,positive,Wireless Headphones,High performance and sleek design make it worth every penny.,783.17,22.5,1
4766,4.3,neutral,Smartphone,It gets the job done but lacks some features.,93.0,59.2,0
4767,9.6,positive,Gaming Mouse,Fast delivery and great customer service!,421.2,37.5,0
4768,3.9,negative,Gaming Mouse,Stopped working after a few uses.,573.06,2.0,1
4769,2.8,negative,Coffee Maker,Did not meet my expectations at all.,16.34,60.0,0
4770,7.0,positive,Laptop,"Excellent quality and perfect fit, highly recommend!",221.23,61.1,1
4771,0.4,negative,Camera,"Would not recommend, waste of money.",696.74,59.7,1
4772,4.9,neutral,Wireless Headphones,It works as described but could be better.,896.79,69.2,0
4773,0.8,negative,Electric Toothbrush,"Would not recommend, waste of money.",380.93,0.2,1
4774,5.3,neutral,Vacuum Cleaner,It gets the job done but lacks some features.,991.49,5.9,1
4775,7.8,positive,Wireless Headphones,It works flawlessly and the price was fair.,687.6,29.6,0
4776,4.7,neutral,Camera,"The product is okay, nothing special.",75.92,14.9,1
4777,2.7,negative,Smartwatch,Customer support was unhelpful and slow.,203.47,65.5,1
4778,9.3,positive,Gaming Mouse,Super easy to use and looks amazing.,345.8,69.4,1
4779,4.0,neutral,Coffee Maker,Delivery took longer than expected but item works fine.,444.87,41.0,1
4780,8.6,positive,Running Shoes,"Excellent quality and perfect fit, highly recommend!",240.41,48.0,1
4781,2.9,negative,Coffee Maker,Poor quality and very disappointing experience.,63.87,4.7,1
4782,9.0,positive,Water Bottle,Fast delivery and great customer service!,252.4,52.3,0
4783,5.7,neutral,Electric Toothbrush,Overall decent but not outstanding.,614.88,68.2,0
4784,8.8,positive,Desk Lamp,It works flawlessly and the price was fair.,667.23,16.3,1
4785,9.5,positive,Vacuum Cleaner,It works flawlessly and the price was fair.,375.36,17.4,0
4786,1.3,negative,Smartphone,Did not meet my expectations at all.,507.95,7.6,1
4787,4.5,neutral,Laptop,"Average quality, matches the price.",109.83,61.1,0
4788,2.3,negative,Backpack,Did not meet my expectations at all.,919.16,3.1,0
4789,4.7,neutral,Hair Dryer,It’s fine for occasional use.,182.04,28.5,1
4790,2.9,negative,Camera,Stopped working after a few uses.,106.14,42.7,1
4791,3.0,negative,Backpack,It broke after the first day of use.,706.04,31.9,0
4792,7.1,positive,Water Bottle,The product exceeded my expectations and arrived on time.,179.6,11.5,1
4793,8.3,positive,Microwave Oven,Super easy to use and looks amazing.,19.94,8.8,0
4794,2.1,negative,Backpack,It broke after the first day of use.,362.96,35.5,1
4795,3.3,negative,Hair Dryer,It broke after the first day of use.,390.21,33.1,0
4796,8.0,positive,Wireless Charger,Super easy to use and looks amazing.,561.7,30.3,1
4797,6.1,neutral,Gaming Mouse,"The product is okay, nothing special.",616.78,62.6,1
4798,4.6,neutral,Camera,It gets the job done but lacks some features.,645.97,9.5,0
4799,9.3,positive,Water Bottle,It works flawlessly and the price was fair.,37.33,34.1,1
4800,3.3,negative,Hair Dryer,It broke after the first day of use.,390.21,33.1,0
4801,9.8,positive,Smartphone,"Very durable, I’m extremely satisfied with my purchase.",914.2,3.3,0
4802,5.0,neutral,Running Shoes,"The product is okay, nothing special.",506.34,60.6,0
4803,4.5,neutral,Tablet,It works as described but could be better.,666.51,49.3,1
4804,5.3,neutral,Vacuum Cleaner,It’s fine for occasional use.,182.95,68.8,1
4805,0.7,negative,Smartwatch,"Would not recommend, waste of money.",70.24,40.9,0
4806,0.4,negative,Bluetooth Speaker,Poor quality and very disappointing experience.,644.13,24.1,1
4807,2.8,negative,Running Shoes,Poor quality and very disappointing experience.,733.2,25.2,0
4808,5.7,neutral,Smartphone,The color was slightly off but not a big deal.,179.14,32.7,0
4809,1.4,negative,Laptop,"Would not recommend, waste of money.",923.47,35.8,0
4810,6.0,neutral,Backpack,Delivery took longer than expected but item works fine.,440.37,13.9,1
4811,7.1,positive,Microwave Oven,High performance and sleek design make it worth every penny.,901.41,44.6,0
4812,5.7,neutral,Smartwatch,Delivery took longer than expected but item works fine.,584.88,50.0,1
4813,2.6,negative,Microwave Oven,Stopped working after a few uses.,149.34,60.9,0
4814,7.4,positive,Hair Dryer,Fast delivery and great customer service!,158.72,13.1,0
4815,4.6,neutral,Smartwatch,Delivery took longer than expected but item works fine.,551.26,12.0,1
4816,5.7,neutral,Sneakers,"Average quality, matches the price.",10.09,6.8,1
4817,6.1,neutral,Smartwatch,"Average quality, matches the price.",602.41,11.0,1
4818,6.3,neutral,Water Bottle,It gets the job done but lacks some features.,65.57,16.6,1
4819,3.7,negative,Laptop,It broke after the first day of use.,818.69,36.2,0
4820,2.3,negative,Tablet,"Would not recommend, waste of money.",536.94,69.0,0
4821,0.4,negative,LED TV,It broke after the first day of use.,323.61,33.3,0
4822,9.6,positive,Water Bottle,The product exceeded my expectations and arrived on time.,468.4,36.9,0
4823,4.2,neutral,Electric Toothbrush,Overall decent but not outstanding.,590.66,52.7,0
4824,5.1,neutral,Desk Lamp,It works as described but could be better.,642.86,8.7,0
4825,9.9,positive,Gaming Mouse,Super easy to use and looks amazing.,62.96,42.0,1
4826,3.8,negative,LED TV,"Would not recommend, waste of money.",250.19,23.8,1
4827,7.9,positive,Wireless Charger,"Very durable, I’m extremely satisfied with my purchase.",931.53,54.1,0
4828,3.3,negative,Running Shoes,Customer support was unhelpful and slow.,227.41,22.3,0
4829,8.0,positive,Backpack,"Excellent quality and perfect fit, highly recommend!",192.74,24.5,0
4830,5.4,neutral,Backpack,Overall decent but not outstanding.,390.43,33.8,1
4831,9.8,positive,Smartphone,"Very durable, I’m extremely satisfied with my purchase.",914.2,3.3,0
4832,3.2,negative,Gaming Mouse,Poor quality and very disappointing experience.,871.25,43.0,1
4833,5.8,neutral,Microwave Oven,Delivery took longer than expected but item works fine.,265.68,59.1,0
4834,7.8,positive,LED TV,Fast delivery and great customer service!,528.16,45.6,1
4835,3.1,negative,Camera,"Would not recommend, waste of money.",299.96,63.0,0
4836,5.5,neutral,Backpack,"Average quality, matches the price.",743.35,8.0,0
4837,3.6,negative,Hair Dryer,Did not meet my expectations at all.,763.32,40.5,0
4838,8.5,positive,Vacuum Cleaner,It works flawlessly and the price was fair.,618.14,58.4,1
4839,4.1,neutral,Coffee Maker,It’s fine for occasional use.,928.49,42.9,1
4840,4.2,neutral,Microwave Oven,Delivery took longer than expected but item works fine.,598.16,38.5,0
4841,7.1,positive,Microwave Oven,High performance and sleek design make it worth every penny.,901.41,44.6,0
4842,3.7,negative,Laptop,It broke after the first day of use.,818.69,36.2,0
4843,6.7,neutral,Vacuum Cleaner,It works as described but could be better.,936.37,64.9,1
4844,8.2,positive,Desk Lamp,Super easy to use and looks amazing.,591.86,5.9,1
4845,0.5,negative,Running Shoes,Terrible quality and unreliable performance.,574.16,46.9,1
4846,5.0,neutral,Gaming Mouse,Overall decent but not outstanding.,729.04,45.5,1
4847,1.0,negative,Vacuum Cleaner,It broke after the first day of use.,227.32,62.6,1
4848,2.6,negative,Wireless Headphones,The item arrived damaged and unusable.,996.16,6.9,0
4849,0.1,negative,Tablet,The item arrived damaged and unusable.,27.07,30.0,0
4850,8.7,positive,Desk Lamp,The sound quality is amazing and battery lasts all day.,391.44,36.3,0
4851,9.8,positive,LED TV,High performance and sleek design make it worth every penny.,319.54,50.5,1
4852,2.1,negative,Tablet,Terrible quality and unreliable performance.,921.25,51.3,0
4853,3.7,negative,Backpack,The item arrived damaged and unusable.,325.67,46.8,0
4854,4.2,neutral,Coffee Maker,It works as described but could be better.,594.88,59.3,0
4855,4.6,neutral,Desk Lamp,It gets the job done but lacks some features.,198.18,30.6,0
4856,7.9,positive,Coffee Maker,High performance and sleek design make it worth every penny.,381.45,5.8,0
4857,9.8,positive,Smartwatch,Fast delivery and great customer service!,94.06,47.7,0
4858,3.1,negative,Desk Lamp,The item arrived damaged and unusable.,248.65,33.8,1
4859,1.3,negative,Desk Lamp,Customer support was unhelpful and slow.,930.96,45.1,0
4860,5.4,neutral,Vacuum Cleaner,Delivery took longer than expected but item works fine.,572.7,10.5,1
4861,4.3,neutral,Hair Dryer,It’s fine for occasional use.,951.69,50.9,1
4862,2.4,negative,Gaming Mouse,Customer support was unhelpful and slow.,716.85,50.4,1
4863,3.0,negative,Smartphone,The item arrived damaged and unusable.,713.46,17.3,0
4864,0.9,negative,Laptop,Stopped working after a few uses.,874.47,29.6,0
4865,4.5,neutral,Laptop,"Average quality, matches the price.",91.57,11.2,1
4866,0.8,negative,Backpack,The item arrived damaged and unusable.,418.74,12.4,1
4867,6.2,neutral,Smartphone,It works as described but could be better.,675.47,67.6,1
4868,0.2,negative,Tablet,Stopped working after a few uses.,840.6,65.6,1
4869,8.6,positive,Laptop,It works flawlessly and the price was fair.,106.89,66.7,0
4870,9.5,positive,Vacuum Cleaner,It works flawlessly and the price was fair.,375.36,17.4,0
4871,4.9,neutral,Backpack,It gets the job done but lacks some features.,634.36,51.0,1
4872,0.6,negative,LED TV,The item arrived damaged and unusable.,474.67,34.8,1
4873,3.7,negative,Backpack,The item arrived damaged and unusable.,325.67,46.8,0
4874,8.0,positive,Camera,The sound quality is amazing and battery lasts all day.,737.93,7.3,1
4875,8.6,positive,Desk Lamp,Fast delivery and great customer service!,74.52,38.5,0
4876,9.2,positive,Electric Toothbrush,Super easy to use and looks amazing.,184.27,32.8,0
4877,0.8,negative,Running Shoes,Poor quality and very disappointing experience.,637.95,26.0,0
4878,2.8,negative,Desk Lamp,Terrible quality and unreliable performance.,837.41,30.5,0
4879,9.1,positive,LED TV,"Very durable, I’m extremely satisfied with my purchase.",614.69,36.0,0
4880,4.9,neutral,Microwave Oven,"Average quality, matches the price.",581.57,29.1,0
4881,4.9,neutral,Wireless Headphones,It’s fine for occasional use.,531.89,18.7,1
4882,2.8,negative,Laptop,"Would not recommend, waste of money.",732.15,35.8,0
4883,4.6,neutral,Water Bottle,Delivery took longer than expected but item works fine.,150.17,39.4,0
4884,5.6,neutral,Laptop,Delivery took longer than expected but item works fine.,554.87,1.7,1
4885,5.8,neutral,Wireless Headphones,The color was slightly off but not a big deal.,163.75,40.8,1
4886,9.5,positive,Hair Dryer,Fast delivery and great customer service!,939.53,16.5,1
4887,2.3,negative,Backpack,Did not meet my expectations at all.,919.16,3.1,0
4888,5.4,neutral,Sneakers,It’s fine for occasional use.,506.77,66.5,0
4889,6.6,neutral,Gaming Mouse,It’s fine for occasional use.,339.19,8.5,1
4890,2.6,negative,Sneakers,Terrible quality and unreliable performance.,616.04,28.7,0
4891,8.9,positive,Water Bottle,It works flawlessly and the price was fair.,652.13,47.1,0
4892,9.2,positive,Water Bottle,It works flawlessly and the price was fair.,769.31,12.8,0
4893,8.3,positive,Laptop,The sound quality is amazing and battery lasts all day.,382.86,65.0,1
4894,3.1,negative,Desk Lamp,The item arrived damaged and unusable.,248.65,33.8,1
4895,9.6,positive,Laptop,Fast delivery and great customer service!,239.07,58.5,1
4896,4.3,neutral,Desk Lamp,It gets the job done but lacks some features.,209.96,15.3,0
4897,3.6,negative,Gaming Mouse,Did not meet my expectations at all.,718.02,36.2,0
4898,8.9,positive,Sneakers,High performance and sleek design make it worth every penny.,79.71,48.2,1
4899,5.4,neutral,Laptop,Delivery took longer than expected but item works fine.,686.53,32.6,1
4900,8.6,positive,Running Shoes,"Excellent quality and perfect fit, highly recommend!",240.41,48.0,1
4901,5.0,neutral,Desk Lamp,It gets the job done but lacks some features.,560.83,10.2,0
4902,2.4,negative,Gaming Mouse,Customer support was unhelpful and slow.,716.85,50.4,1
4903,7.5,positive,Bluetooth Speaker,High performance and sleek design make it worth every penny.,217.69,31.0,1
4904,3.5,negative,Running Shoes,Terrible quality and unreliable performance.,451.51,32.7,0
4905,0.4,negative,Vacuum Cleaner,It broke after the first day of use.,164.16,2.1,0
4906,2.3,negative,Electric Toothbrush,Did not meet my expectations at all.,233.61,10.9,0
4907,4.5,neutral,Wireless Charger,"The product is okay, nothing special.",255.28,28.8,1
4908,2.5,negative,Bluetooth Speaker,Did not meet my expectations at all.,545.06,57.7,0
4909,3.9,negative,Gaming Mouse,Stopped working after a few uses.,573.06,2.0,1
4910,4.8,neutral,Laptop,The color was slightly off but not a big deal.,702.67,46.4,1
4911,7.7,positive,Hair Dryer,It works flawlessly and the price was fair.,97.84,53.8,1
4912,4.7,neutral,Sneakers,Delivery took longer than expected but item works fine.,222.97,21.6,1
4913,3.9,negative,Wireless Headphones,The item arrived damaged and unusable.,641.52,27.7,0
4914,9.8,positive,Bluetooth Speaker,The product exceeded my expectations and arrived on time.,993.38,54.5,0
4915,2.4,negative,Hair Dryer,Poor quality and very disappointing experience.,539.36,16.4,1
4916,7.6,positive,Tablet,The product exceeded my expectations and arrived on time.,467.19,29.8,1
4917,1.8,negative,Water Bottle,It broke after the first day of use.,76.1,56.9,0
4918,8.4,positive,Wireless Charger,The product exceeded my expectations and arrived on time.,667.33,63.5,0
4919,7.4,positive,Desk Lamp,"Excellent quality and perfect fit, highly recommend!",984.72,43.1,0
4920,2.6,negative,Smartwatch,The item arrived damaged and unusable.,770.21,9.8,0
4921,2.1,negative,LED TV,Did not meet my expectations at all.,834.8,36.0,0
4922,6.7,neutral,Wireless Charger,It’s fine for occasional use.,105.43,61.5,0
4923,7.9,positive,Wireless Charger,"Very durable, I’m extremely satisfied with my purchase.",931.53,54.1,0
4924,8.5,positive,Microwave Oven,High performance and sleek design make it worth every penny.,27.43,63.0,0
4925,7.7,positive,Camera,"Excellent quality and perfect fit, highly recommend!",349.17,39.3,1
4926,1.7,negative,Microwave Oven,"Would not recommend, waste of money.",307.68,51.7,0
4927,2.4,negative,Running Shoes,"Would not recommend, waste of money.",752.2,4.7,1
4928,7.2,positive,Coffee Maker,Fast delivery and great customer service!,53.46,18.9,0
4929,2.8,negative,Gaming Mouse,Stopped working after a few uses.,77.12,28.7,0
4930,8.1,positive,Vacuum Cleaner,Fast delivery and great customer service!,831.14,34.5,0
4931,6.6,neutral,Wireless Charger,It gets the job done but lacks some features.,319.73,58.6,0
4932,6.0,neutral,Electric Toothbrush,It gets the job done but lacks some features.,375.05,9.3,0
4933,2.4,negative,Hair Dryer,Poor quality and very disappointing experience.,539.36,16.4,1
4934,1.0,negative,Wireless Headphones,Did not meet my expectations at all.,477.0,4.2,1
4935,0.7,negative,Smartwatch,"Would not recommend, waste of money.",70.24,40.9,0
4936,8.0,positive,Sneakers,The sound quality is amazing and battery lasts all day.,334.91,26.7,1
4937,5.7,neutral,Running Shoes,It works as described but could be better.,596.91,67.6,1
4938,3.7,negative,Backpack,The item arrived damaged and unusable.,325.67,46.8,0
4939,6.2,neutral,Smartphone,It works as described but could be better.,675.47,67.6,1
4940,3.8,negative,Desk Lamp,Did not meet my expectations at all.,765.11,55.1,1
4941,0.4,negative,Smartwatch,Did not meet my expectations at all.,53.36,47.7,1
4942,8.7,positive,Smartphone,Super easy to use and looks amazing.,481.41,4.3,0
4943,3.8,negative,LED TV,"Would not recommend, waste of money.",250.19,23.8,1
4944,1.7,negative,Smartphone,Did not meet my expectations at all.,323.53,51.6,0
4945,4.4,neutral,Sneakers,It works as described but could be better.,586.98,44.3,0
4946,4.1,neutral,Gaming Mouse,It’s fine for occasional use.,91.56,32.7,0
4947,2.7,negative,Tablet,Stopped working after a few uses.,307.26,42.9,0
4948,8.8,positive,Desk Lamp,It works flawlessly and the price was fair.,667.23,16.3,1
4949,6.5,neutral,Backpack,It gets the job done but lacks some features.,416.8,65.4,0
4950,4.6,neutral,Backpack,It works as described but could be better.,80.91,0.1,1
4951,8.0,positive,Wireless Headphones,The product exceeded my expectations and arrived on time.,806.95,36.3,0
4952,2.3,negative,Wireless Headphones,Poor quality and very disappointing experience.,914.25,26.1,0
4953,0.0,negative,Bluetooth Speaker,Customer support was unhelpful and slow.,482.84,51.6,0
4954,8.3,positive,Backpack,"Very durable, I’m extremely satisfied with my purchase.",30.79,60.0,0
4955,0.6,negative,Gaming Mouse,Stopped working after a few uses.,770.21,14.0,0
4956,5.5,neutral,LED TV,Delivery took longer than expected but item works fine.,165.04,41.8,0
4957,3.9,negative,Gaming Mouse,Terrible quality and unreliable performance.,719.29,57.5,1
4958,0.8,negative,Laptop,Terrible quality and unreliable performance.,496.06,58.7,0
4959,5.9,neutral,Desk Lamp,The color was slightly off but not a big deal.,342.94,0.2,1
4960,3.8,negative,Coffee Maker,It broke after the first day of use.,161.78,37.8,0
4961,4.7,neutral,Wireless Headphones,"Average quality, matches the price.",442.13,7.8,0
4962,4.6,neutral,Camera,It gets the job done but lacks some features.,645.97,9.5,0
4963,6.3,neutral,Backpack,It works as described but could be better.,132.27,3.1,1
4964,8.3,positive,Laptop,The sound quality is amazing and battery lasts all day.,382.86,65.0,1
4965,8.1,positive,Wireless Headphones,The product exceeded my expectations and arrived on time.,83.53,58.5,1
4966,8.9,positive,Tablet,The sound quality is amazing and battery lasts all day.,422.67,57.1,0
4967,2.1,negative,Running Shoes,Poor quality and very disappointing experience.,869.59,50.4,1
4968,7.9,positive,Wireless Charger,"Very durable, I’m extremely satisfied with my purchase.",931.53,54.1,0
4969,2.3,negative,Tablet,"Would not recommend, waste of money.",536.94,69.0,0
4970,9.1,positive,Gaming Mouse,It works flawlessly and the price was fair.,764.05,44.6,1
4971,5.8,neutral,Tablet,The color was slightly off but not a big deal.,324.75,1.7,0
4972,4.1,neutral,LED TV,"Average quality, matches the price.",468.98,52.5,0
4973,8.7,positive,Coffee Maker,The product exceeded my expectations and arrived on time.,608.98,22.1,0
4974,1.4,negative,Water Bottle,It broke after the first day of use.,395.42,63.2,1
4975,3.6,negative,Smartwatch,Stopped working after a few uses.,411.76,29.0,0
4976,1.1,negative,Coffee Maker,Did not meet my expectations at all.,871.88,60.3,0
4977,8.9,positive,Water Bottle,"Very durable, I’m extremely satisfied with my purchase.",323.93,15.9,0
4978,9.1,positive,Laptop,High performance and sleek design make it worth every penny.,986.42,24.0,1
4979,5.1,neutral,Bluetooth Speaker,Delivery took longer than expected but item works fine.,420.74,1.0,1
4980,5.1,neutral,LED TV,It’s fine for occasional use.,906.39,24.8,1
